tree_height,x,y,clay,annual_precip,wind_speed,solar_radiation,temperature_average,water_vapor
13.452352523803711,135.75,-13.25,12.143842697143555,1163,3.0753333568573,20615.083984375,27.216999053955078,2.49180006980896
20.986955642700195,142.25,-13.25,25.528715133666992,1604,2.4616665840148926,20206.083984375,26.18866729736328,2.3106000423431396
13.621212005615234,142.75,-13.25,33.89575958251953,1560,2.7656667232513428,19960.833984375,26.07633399963379,2.283400058746338
13.027419090270996,143.25,-13.25,15.257009506225586,1556,3.2766666412353516,19459.333984375,24.740999221801758,2.346266746520996
17.127464294433594,130.25,-13.75,12.745290756225586,1269,2.1670000553131104,21271.333984375,27.402999877929688,2.2487332820892334
13.083870887756348,130.75,-13.75,20.24886703491211,1269,1.815333366394043,21280,27.211666107177734,2.1939332485198975
10.222857475280762,131.25,-13.75,18.573505401611328,1218,1.8109999895095825,21249,27.115333557128906,2.1610000133514404
13.706074714660645,131.75,-13.75,11.873649597167969,1232,1.8803333044052124,21122.833984375,27.020666122436523,2.058966636657715
8.993182182312012,132.25,-13.75,14.858570098876953,1264,1.8763333559036255,21156.75,27.13166618347168,2.0631000995635986
14.541874885559082,132.75,-13.75,7.948196887969971,1263,1.909999966621399,21133.333984375,26.829666137695312,2.032066583633423
13.574509620666504,133.25,-13.75,17.411144256591797,1218,2.0426666736602783,21018.333984375,26.001333236694336,1.9774333238601685
14.194999694824219,133.75,-13.75,11.192360877990723,1120,1.9800000190734863,21103.333984375,26.45866584777832,2.075233221054077
13.006451606750488,134.25,-13.75,17.26552391052246,1058,1.8656666278839111,21060.916015625,27.28066635131836,2.1593332290649414
8.677206039428711,134.75,-13.75,12.428922653198242,1055,1.7940000295639038,21011.833984375,27.16233253479004,2.1786999702453613
11.44359016418457,135.25,-13.75,13.291111946105957,1075,1.8459999561309814,21029.833984375,26.917667388916016,2.26419997215271
10.997517585754395,135.75,-13.75,7.945244312286377,1113,2.872999906539917,20992.416015625,26.860666275024414,2.464033365249634
12.6725492477417,136.25,-13.75,15.561458587646484,1134,3.2284722328186035,20901.583984375,27.01944351196289,2.535277843475342
17.441024780273438,141.75,-13.75,15.229401588439941,1494,2.5266666412353516,20596.333984375,26.398000717163086,2.3642666339874268
18.936792373657227,142.25,-13.75,14.467938423156738,1426,2.0313332080841064,20356.916015625,26.32699966430664,2.2597665786743164
20.745832443237305,142.75,-13.75,17.034629821777344,1303,2.2883334159851074,20180.5,26.06533432006836,2.238633394241333
13.092857360839844,143.25,-13.75,21.076160430908203,1324,3.680999994277954,19683.833984375,23.128000259399414,2.1359665393829346
9.271052360534668,126.25,-14.25,8.535574913024902,1070,2.747999906539917,21880.5,27.5036678314209,2.2882332801818848
8.694999694824219,126.75,-14.25,11.309626579284668,1149,2.381666660308838,21741.916015625,26.878999710083008,2.1016666889190674
10.058333396911621,127.25,-14.25,8.382526397705078,1092,2.0373332500457764,21710.416015625,27.105667114257812,2.0495667457580566
18.121429443359375,129.75,-14.25,10.1804780960083,1109,2.4696667194366455,21526,27.239999771118164,2.197700023651123
11.582500457763672,130.25,-14.25,15.285893440246582,1198,2.0833332538604736,21273.583984375,26.14966583251953,2.00136661529541
14.103947639465332,130.75,-14.25,13.07397174835205,1197,1.8939999341964722,21350.583984375,26.487667083740234,1.9523999691009521
12.223484992980957,131.25,-14.25,14.639256477355957,1120,1.9190000295639038,21381.916015625,27.15166664123535,2.031566619873047
11.181507110595703,131.75,-14.25,12.041679382324219,1090,1.940000057220459,21363.083984375,27.2413330078125,2.0371334552764893
10.531707763671875,132.25,-14.25,15.670559883117676,1097,1.9769999980926514,21299.583984375,27.209667205810547,1.986299991607666
9.864045143127441,132.75,-14.25,14.346999168395996,1064,2.006999969482422,21253.333984375,26.987333297729492,1.9838666915893555
12.245833396911621,133.25,-14.25,9.680473327636719,1024,2.012333393096924,21181.916015625,26.881999969482422,2.000366687774658
8.464963912963867,133.75,-14.25,12.939160346984863,965,1.9566665887832642,21277.416015625,27.40133285522461,2.1030333042144775
8.221875190734863,134.25,-14.25,16.162616729736328,960,1.9603333473205566,21246.916015625,27.136667251586914,2.0832998752593994
7.940908908843994,134.75,-14.25,11.505054473876953,974,1.9863332509994507,21192.416015625,26.96933364868164,2.1163666248321533
9.26111125946045,135.25,-14.25,9.809316635131836,993,2.1659998893737793,21262.166015625,27.207332611083984,2.2985334396362305
7.449324131011963,135.75,-14.25,9.001558303833008,1080,3.4049999713897705,21037.833984375,27.190000534057617,2.4736666679382324
8.922222137451172,136.75,-14.25,11.806687355041504,1243,3.2722222805023193,21002.833984375,26.77083396911621,2.5326387882232666
13.73265266418457,141.75,-14.25,17.433778762817383,1384,2.870000123977661,20728.583984375,26.43600082397461,2.384033203125
14.680682182312012,142.25,-14.25,19.548969268798828,1313,1.9826666116714478,20547.416015625,26.46299934387207,2.229933261871338
14.43470573425293,142.75,-14.25,11.219686508178711,1228,2.0346665382385254,20351.333984375,26.08766746520996,2.1697332859039307
14.316326141357422,143.25,-14.25,14.223530769348145,1224,2.8553333282470703,20131.583984375,25.366666793823242,2.220933437347412
12.5,125.25,-14.75,11.366453170776367,1319,2.7656667232513428,21949.25,27.281333923339844,2.271699905395508
10.1130952835083,125.75,-14.75,14.069758415222168,1485,2.5813333988189697,21859.416015625,26.0049991607666,2.0744333267211914
10.833087921142578,126.25,-14.75,10.684017181396484,1336,2.0786666870117188,21854.5,26.310667037963867,1.9331666231155396
9.641666412353516,126.75,-14.75,13.281542778015137,1147,1.722000002861023,21962.75,27.46299934387207,1.9529666900634766
9.331521987915039,127.25,-14.75,6.852438926696777,1094,1.725333333015442,21775,26.899333953857422,1.8413666486740112
7.546621799468994,127.75,-14.75,10.574236869812012,969,2.192333221435547,21783.583984375,27.82633399963379,1.9759666919708252
7.409999847412109,129.75,-14.75,15.184172630310059,992,3.345454454421997,21569.333984375,27.78939437866211,2.176060676574707
9.050000190734863,130.25,-14.75,10.892796516418457,1024,2.452666759490967,21608.416015625,27.305665969848633,2.037433385848999
8.484210968017578,130.75,-14.75,16.75253677368164,1062,1.931666612625122,21518.833984375,26.847333908081055,1.8550000190734863
7.579268455505371,131.25,-14.75,14.068359375,1021,1.9696667194366455,21510,26.89466667175293,1.8871333599090576
7.914705753326416,131.75,-14.75,6.80670166015625,974,1.9913333654403687,21513.166015625,27.143667221069336,1.930566668510437
10.10424518585205,132.25,-14.75,6.648001194000244,927,2.0356667041778564,21516.833984375,27.1336669921875,1.95253324508667
10.598620414733887,132.75,-14.75,17.881723403930664,905,2.0983333587646484,21435.083984375,26.767000198364258,1.9375333786010742
10.781428337097168,133.25,-14.75,19.37439727783203,851,2.0269999504089355,21450.25,27.486000061035156,2.001800060272217
8.885087966918945,133.75,-14.75,15.794026374816895,862,1.9869999885559082,21450.666015625,27.72366714477539,2.0517332553863525
6.871232986450195,134.25,-14.75,19.168941497802734,850,1.9523333311080933,21421.166015625,27.76300048828125,2.0752334594726562
5.755814075469971,134.75,-14.75,19.312524795532227,842,2.071666717529297,21380.666015625,27.80466651916504,2.177166700363159
7.716363430023193,135.25,-14.75,11.148675918579102,917,3.1579999923706055,21413.833984375,27.368999481201172,2.340233325958252
11.226922988891602,141.75,-14.75,15.156421661376953,1307,2.874666690826416,20828.583984375,26.996999740600586,2.349433422088623
11.804651260375977,142.25,-14.75,14.201741218566895,1237,2.0236666202545166,20709.166015625,26.74566650390625,2.2067999839782715
13.603763580322266,142.75,-14.75,12.49510383605957,1183,1.9536666870117188,20553.916015625,26.275667190551758,2.1387667655944824
13.925000190734863,143.25,-14.75,10.850961685180664,1160,2.1613333225250244,20342.5,25.779998779296875,2.157066583633423
20.766071319580078,143.75,-14.75,14.26811408996582,1137,2.8996667861938477,20264.25,26.375,2.335599899291992
15.389166831970215,144.25,-14.75,14.288748741149902,1104,2.8496665954589844,20148.25,26.446332931518555,2.352299928665161
11.547297477722168,144.75,-14.75,13.644500732421875,1343,3.884999990463257,19596.416015625,25.66233253479004,2.3898000717163086
9.039999961853027,125.25,-15.25,12.62327766418457,1344,2.5959999561309814,22014.666015625,26.900333404541016,2.0771334171295166
10.567856788635254,125.75,-15.25,14.138975143432617,1375,2.2946665287017822,21933.166015625,26.080333709716797,1.926800012588501
11.72789478302002,126.25,-15.25,12.323885917663574,1322,1.8259999752044678,21860.333984375,25.5853328704834,1.7266000509262085
10.869231224060059,126.75,-15.25,7.9158244132995605,1166,1.7856667041778564,21880.5,26.058666229248047,1.7132999897003174
9.555384635925293,127.25,-15.25,7.256277561187744,1037,1.8333333730697632,21896,26.73200035095215,1.7325999736785889
5.456756591796875,127.75,-15.25,7.337666988372803,883,2.3296666145324707,21874.833984375,28.2896671295166,1.8785333633422852
5.141666889190674,128.25,-15.25,24.314294815063477,778,3.0402777194976807,22038.333984375,28.369443893432617,2.054861068725586
8.160869598388672,128.75,-15.25,4.026331901550293,837,2.379333257675171,21957.5,27.906333923339844,1.954633355140686
8.997221946716309,129.25,-15.25,17.5126953125,865,2.9706666469573975,21916,27.966999053955078,2.0630667209625244
7.891891956329346,129.75,-15.25,9.9585723876953125,918,3.0923333168029785,21846.333984375,27.80699920654297,2.0246999263763428
8.426470756530762,130.25,-15.25,10.394315719604492,969,2.2913334369659424,21715.416015625,26.74066734313965,1.8248000144958496
6.224812030792236,130.75,-15.25,21.169036865234375,916,1.9196666479110718,21744.583984375,27.9913330078125,1.8461999893188477
7.933333396911621,131.25,-15.25,12.16400146484375,928,2.0793333053588867,21654.083984375,26.885000228881836,1.7692667245864868
6.489189147949219,131.75,-15.25,15.951705932617188,889,2.1573333740234375,21684.666015625,26.618999481201172,1.7973666191101074
8.214015007019043,132.25,-15.25,23.457836151123047,849,2.1500000953674316,21642.5,26.762666702270508,1.843666672706604
8.665416717529297,132.75,-15.25,19.519969940185547,821,2.1506667137145996,21621,26.77400016784668,1.878166675567627
8.871153831481934,133.25,-15.25,23.164520263671875,793,2.131666660308838,21576.833984375,26.895000457763672,1.9173333644866943
8.976808547973633,133.75,-15.25,17.604103088378906,803,2.077666759490967,21552.75,27.424333572387695,1.9452999830245972
7.3447370529174805,134.25,-15.25,21.393909454345703,795,2.008666753768921,21548.25,27.74766731262207,2.005000114440918
6.721186637878418,134.75,-15.25,12.079524993896484,809,2.06333327293396,21510.166015625,27.30033302307129,2.047499895095825
5.252272605895996,135.25,-15.25,9.593574523925781,848,2.4496665000915527,21457.416015625,27.465333938598633,2.169933319091797
9.362069129943848,135.75,-15.25,7.426239013671875,925,3.2179999351501465,21502.416015625,26.986665725708008,2.292433261871338
12.03499984741211,141.75,-15.25,24.726604461669922,1233,2.9850001335144043,20894.25,26.93400001525879,2.3271665573120117
8.807576179504395,142.25,-15.25,10.488182067871094,1171,2.0933332443237305,20786.583984375,26.821666717529297,2.1812334060668945
10.861764907836914,142.75,-15.25,12.666032791137695,1121,1.9889999628067017,20659.916015625,26.694665908813477,2.1217000484466553
13.231056213378906,143.25,-15.25,14.604582786560059,1086,2.003333330154419,20472,26.216333389282227,2.1089000701904297
18.9375,143.75,-15.25,13.657185554504395,1042,2.049333333969116,20378.083984375,25.974332809448242,2.1678333282470703
16.270999908447266,144.25,-15.25,15.265878677368164,1016,2.1053333282470703,20281.083984375,26.14533233642578,2.211400032043457
14.307534217834473,144.75,-15.25,15.856579780578613,1323,2.617666721343994,20078,26.051666259765625,2.30133318901062
15.857142448425293,145.25,-15.25,11.280348777770996,1845,4.5356059074401855,19877.25,25.512121200561523,2.510303020477295
9.304545402526855,125.25,-15.75,13.67092227935791,1256,2.2143332958221436,21950.25,25.709333419799805,1.8092666864395142
10.24148941040039,125.75,-15.75,14.34504508972168,1258,1.999666690826416,21888.333984375,24.934667587280273,1.6561999320983887
10.5,126.25,-15.75,10.098978996276855,1151,1.8736666440963745,21989.583984375,25.79366683959961,1.670300006866455
9.262499809265137,126.75,-15.75,8.871384620666504,1067,1.9139999151229858,21934.5,25.993999481201172,1.6283667087554932
6.492753505706787,127.25,-15.75,6.88350772857666,918,1.874666690826416,21991.083984375,27.242332458496094,1.725866675376892
6.837162017822266,127.75,-15.75,11.551136016845703,794,2.50166654586792,22011.916015625,28.538665771484375,1.8640333414077759
9.166666984558105,128.25,-15.75,9.552624702453613,751,2.2980000972747803,22026.583984375,28.556333541870117,1.8652000427246094
8.236842155456543,128.75,-15.75,6.182823181152344,735,2.005666732788086,22065.333984375,28.242000579833984,1.8601332902908325
6.882143020629883,129.25,-15.75,13.418476104736328,828,2.064666748046875,22022,27.976333618164062,1.8323333263397217
6.8321428298950195,129.75,-15.75,20.07676887512207,817,2.2776665687561035,21955.5,28.1386661529541,1.9053666591644287
6.646226406097412,130.25,-15.75,13.638866424560547,843,2.172333240509033,21891,27.76799964904785,1.8078999519348145
6.301020622253418,130.75,-15.75,22.878812789916992,806,1.965666651725769,21862.833984375,27.83566665649414,1.8118332624435425
8.866666793823242,131.25,-15.75,13.673369407653809,807,2.0993332862854004,21844.583984375,27.78299903869629,1.7569665908813477
4.292941093444824,131.75,-15.75,19.759963989257812,806,2.239000082015991,21786.583984375,26.90399932861328,1.7114667892456055
6.841785907745361,132.25,-15.75,21.274267196655273,782,2.260999917984009,21797.75,26.507999420166016,1.7521666288375854
7.562195301055908,132.75,-15.75,19.598243713378906,772,2.202666759490967,21725.75,26.676000595092773,1.7869999408721924
6.909940719604492,133.75,-15.75,19.779062271118164,756,2.2330000400543213,21674.75,26.878665924072266,1.8381667137145996
6.30222225189209,134.25,-15.75,20.83980941772461,754,2.1643333435058594,21660.333984375,27.019332885742188,1.8604999780654907
7.04935884475708,134.75,-15.75,20.36429786682129,760,2.1050000190734863,21612.5,26.97366714477539,1.9097000360488892
4.98799991607666,135.25,-15.75,13.874351501464844,782,2.1613333225250244,21666.083984375,27.29866600036621,1.9968667030334473
7.907812595367432,135.75,-15.75,14.041238784790039,842,2.322333335876465,21550.333984375,26.883333206176758,2.042600154876709
7.372058868408203,141.75,-15.75,18.06833267211914,1150,2.503999948501587,20906.916015625,26.93633270263672,2.2186999320983887
9.515217781066895,142.25,-15.75,15.869720458984375,1101,2.0420000553131104,20876.916015625,26.855998992919922,2.11733341217041
9.537069320678711,142.75,-15.75,13.053241729736328,1055,2.0149998664855957,20786,26.92099952697754,2.0850000381469727
10.284090995788574,143.25,-15.75,12.581174850463867,1022,2.078000068664551,20624.083984375,26.266000747680664,2.055833339691162
13.456250190734863,143.75,-15.75,14.96552848815918,990,2.1083333492279053,20461.25,25.84833335876465,2.041800022125244
9.944079399108887,144.25,-15.75,12.4051513671875,1004,2.1426665782928467,20367.333984375,25.527000427246094,2.0831332206726074
17.700000762939453,144.75,-15.75,16.56028938293457,1334,2.43833327293396,20171.75,25.482666015625,2.18666672706604
21.549999237060547,145.25,-15.75,27.047382354736328,1839,4.675333499908447,19657.666015625,23.356332778930664,2.3053667545318604
10.091666221618652,124.75,-16.25,13.716296195983887,999,2.8540000915527344,22142.583984375,26.89966583251953,1.9509665966033936
7.625,125.25,-16.25,12.637667655944824,1056,2.369333267211914,22089.25,26.201000213623047,1.7516332864761353
7.828750133514404,125.75,-16.25,10.572919845581055,1051,2.1076667308807373,22039.666015625,25.767000198364258,1.5989333391189575
8.757792472839355,126.25,-16.25,6.627587795257568,1040,2.125999927520752,21923.75,25.076000213623047,1.510200023651123
5.349999904632568,126.75,-16.25,7.235997200012207,957,2.0853333473205566,21959.666015625,25.88599967956543,1.5416333675384521
5.272340297698975,127.25,-16.25,9.341230392456055,854,1.9509999752044678,21994.833984375,27.046667098999023,1.6173332929611206
6.019166469573975,127.75,-16.25,11.495685577392578,792,1.9859999418258667,22015.083984375,27.286666870117188,1.6510000228881836
9.100000381469727,128.25,-16.25,21.314897537231445,708,1.9229999780654907,22110.916015625,28.35700035095215,1.7637666463851929
6.414999961853027,128.75,-16.25,25.744178771972656,671,2.0456666946411133,22195.333984375,27.142000198364258,1.7767666578292847
4.465624809265137,129.25,-16.25,19.543357849121094,750,2.0180001258850098,21991.666015625,27.384000778198242,1.6884666681289673
7.2272725105285645,129.75,-16.25,31.095029830932617,725,1.9859999418258667,22053.083984375,27.865999221801758,1.785333275794983
5.590000152587891,130.25,-16.25,16.159814834594727,751,2.1006667613983154,22024.333984375,26.94066619873047,1.702366590499878
6.622368335723877,130.75,-16.25,17.732088088989258,743,2.0969998836517334,21940.916015625,27.020334243774414,1.6829999685287476
5.800000190734863,131.25,-16.25,22.609691619873047,714,2.1610000133514404,21888.333984375,27.503999710083008,1.722000002861023
5.1811113357543945,131.75,-16.25,40.435428619384766,723,2.297333240509033,21845.833984375,26.866666793823242,1.6806666851043701
6.231500148773193,132.25,-16.25,29.463563919067383,725,2.308000087738037,21869.416015625,26.19700050354004,1.6621333360671997
8.847029685974121,132.75,-16.25,27.24138641357422,711,2.3296666145324707,21848.333984375,26.350000381469727,1.6933000087738037
8.191666603088379,133.25,-16.25,20.26364517211914,702,2.3446667194366455,21893.5,26.44766616821289,1.7230334281921387
7.443406581878662,133.75,-16.25,27.240110397338867,694,2.303999900817871,21849.833984375,26.220333099365234,1.7467666864395142
9.274213790893555,134.25,-16.25,21.666561126708984,701,2.2943332195281982,21761.666015625,26.213333129882812,1.7525666952133179
8.328089714050293,134.75,-16.25,23.20091438293457,705,2.2183334827423096,21718.75,26.756332397460938,1.797866702079773
5.788636207580566,135.25,-16.25,16.427814483642578,719,2.190999984741211,21697.833984375,26.94266700744629,1.8494666814804077
6.245378017425537,135.75,-16.25,18.465356826782227,738,2.1596667766571045,21686.916015625,26.961999893188477,1.9177666902542114
5.7866668701171875,136.75,-16.25,9.107571601867676,885,2.6033332347869873,21629.25,26.991666793823242,2.141866683959961
9.098076820373535,137.25,-16.25,10.269010543823242,961,3.1013333797454834,21545.5,26.707666397094727,2.2616000175476074
9.017646789550781,141.75,-16.25,13.882640838623047,1059,2.48799991607666,20991.833984375,27.176666259765625,2.1506667137145996
5.6686811447143555,142.25,-16.25,9.73374080657959,1023,2.05733323097229,20934.583984375,27.0939998626709,2.06333327293396
7.534706115722656,142.75,-16.25,17.57575035095215,993,2.0936665534973145,20854.5,26.94099998474121,2.033933401107788
7.677272796630859,143.25,-16.25,14.907477378845215,976,2.1486666202545166,20701.5,26.64266586303711,2.0183000564575195
11.079411506652832,143.75,-16.25,21.70059585571289,982,2.134999990463257,20535.666015625,25.985332489013672,2.0060999393463135
11.177678108215332,144.25,-16.25,17.148326873779297,1066,2.2666666507720947,20369.75,24.774999618530273,1.9597333669662476
12.09000015258789,144.75,-16.25,25.195188522338867,1270,2.756999969482422,19971.25,22.160667419433594,1.8423999547958374
12.819999694824219,145.25,-16.25,24.445457458496094,1946,4.473999977111816,19584.333984375,23.65166664123535,2.309966564178467
4.895833492279053,123.75,-16.75,11.060799598693848,669,3.197999954223633,22403.083984375,27.54633331298828,2.161400079727173
8.6225004196167,124.25,-16.75,25.962669372558594,736,2.5280001163482666,22283.833984375,28.03533363342285,1.975866675376892
8.062726974487305,124.75,-16.75,10.610283851623535,851,2.4019999504089355,22230,26.67733383178711,1.7648333311080933
9.026923179626465,125.25,-16.75,15.352150917053223,879,2.2136666774749756,22210.416015625,26.326000213623047,1.6687333583831787
6.801000118255615,125.75,-16.75,10.589882850646973,898,2.2246665954589844,22104.666015625,25.882667541503906,1.5218000411987305
6.241096019744873,126.25,-16.75,10.80882740020752,860,2.2269999980926514,22065.416015625,26.097333908081055,1.5110334157943726
4.996153831481934,126.75,-16.75,9.501331329345703,832,2.2776665687561035,22072.416015625,26.181333541870117,1.4952000379562378
3.8186047077178955,127.25,-16.75,9.1058807373046875,800,2.2713332176208496,22049.666015625,26.204334259033203,1.4869999885559082
8.510000228881836,127.75,-16.75,16.167001724243164,754,2.191666603088379,22076.75,26.332332611083984,1.52756667137146
5.4041666984558105,128.25,-16.75,10.901966094970703,650,2.0476667881011963,22152.5,27.96533203125,1.6723666191101074
6.025609970092773,128.75,-16.75,27.970361709594727,615,2.1386666297912598,22152.333984375,28.007667541503906,1.6890332698822021
6.95945930480957,129.25,-16.75,25.990324020385742,650,2.2046666145324707,22109.25,27.57200050354004,1.639033317565918
5.809999942779541,129.75,-16.75,17.26154136657715,658,2.2339999675750732,22103.166015625,27.39266586303711,1.6277666091918945
4.571875095367432,130.25,-16.75,14.691813468933105,671,2.252666711807251,22080.75,26.724332809448242,1.6097333431243896
5.166666507720947,130.75,-16.75,18.31246566772461,659,2.2636666297912598,22089.083984375,27.410999298095703,1.6499665975570679
5.744444370269775,131.25,-16.75,21.782926559448242,651,2.2676665782928467,22055.75,27.12266731262207,1.6770333051681519
5.584444522857666,131.75,-16.75,29.045507431030273,668,2.377333164215088,22010.916015625,26.780000686645508,1.617233395576477
9.298047065734863,132.25,-16.75,21.105934143066406,662,2.497333288192749,22038.75,26.21733283996582,1.603600025177002
9.368965148925781,132.75,-16.75,26.882116317749023,644,2.4119999408721924,21969.75,26.49799919128418,1.6238332986831665
7.070000171661377,133.25,-16.75,17.969345092773438,634,2.447000026702881,22038.833984375,26.27633285522461,1.6434999704360962
8.210765838623047,133.75,-16.75,18.088491439819336,635,2.4163331985473633,21946.25,26.334333419799805,1.6537666320800781
7.757758617401123,134.25,-16.75,22.896509170532227,645,2.4126665592193604,21886.833984375,26.281333923339844,1.6587332487106323
8.24461555480957,134.75,-16.75,18.22559356689453,655,2.4033334255218506,21923.416015625,26.015666961669922,1.6800000667572021
8.853658676147461,135.25,-16.75,16.674400329589844,664,2.3516666889190674,21848.333984375,26.480667114257812,1.712399959564209
7.072368621826172,135.75,-16.75,20.007505416870117,672,2.250999927520752,21813.416015625,26.84466552734375,1.7824000120162964
5.977659702301025,136.25,-16.75,12.401379585266113,710,2.196666717529297,21771.666015625,27.10099983215332,1.837833285331726
6.742708206176758,136.75,-16.75,12.090110778808594,775,2.1500000953674316,21730.416015625,26.650999069213867,1.8979666233062744
7.335211277008057,137.25,-16.75,10.983566284179688,850,2.2656667232513428,21674,26.51300048828125,1.9631999731063843
7.350909233093262,137.75,-16.75,13.483413696289062,912,2.609999895095825,21606.583984375,26.281999588012695,2.1135332584381104
7.96363639831543,138.25,-16.75,22.02975845336914,990,3.618333339691162,21572.416015625,26.64699935913086,2.2818000316619873
6.829166889190674,141.25,-16.75,41.31615447998047,1001,3.4030001163482666,21139.75,27.053333282470703,2.193166732788086
